event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint
evt-014009,svc-0425,service_account,2026-05-05 17:59:24,10.13.78.153,"Berlin, DE (52.5200, 13.4050)",infra/vault/secrets,token,106.2,AUTH_OK|policy.read|secret.lease|secret.read|secret.lease,Alpine 3.20 (container) / fw 6.6.32 / 06:BD:E8:66:47:3E
evt-014057,dev-0464,edge_device,2026-05-05 18:30:46,10.14.168.128,"Amsterdam, NL (52.3676, 4.9041)",infra/k8s/staging,certificate,25.05,AUTH_OK|pod.list|pod.exec|pod.logs|pod.list|job.run,Yocto Kirkstone / fw 4.1.12-rt / F8:6C:13:3B:F9:A0
evt-014104,svc-0410,service_account,2026-05-05 18:54:42,10.13.175.84,"Berlin, DE (52.5200, 13.4050)",eng/artifacts/releases,certificate,106.45,AUTH_OK|fs.search|fs.download|fs.upload,Ubuntu 24.04 (container) / fw 6.8.0 / 06:C5:E9:C3:23:43
evt-014151,dev-0495,edge_device,2026-05-05 19:31:41,10.15.98.128,"New York, US (40.7128, -74.0060)",infra/k8s/staging,certificate,12.76,AUTH_OK|job.run|pod.logs|node.describe,BuildRoot 2024.02 / fw 5.10.198 / EE:88:68:CF:C3:62
evt-014198,svc-0419,service_account,2026-05-05 20:01:43,10.14.174.151,"Amsterdam, NL (52.3676, 4.9041)",db/prod/customers,certificate,301.45,AUTH_OK|db.select|db.connect|db.select|db.select|db.export|db.explain,Alpine 3.20 (container) / fw 6.6.32 / E2:1E:19:1B:7F:96
evt-014248,svc-0403,service_account,2026-05-05 20:32:31,10.16.125.227,"Austin, US (30.2672, -97.7431)",admin/iam/directory,token,62.65,AUTH_OK|iam.whoami|iam.whoami|iam.whoami|iam.describe,Alpine 3.20 (container) / fw 6.6.32 / BA:33:F3:4F:14:33
evt-014296,svc-0374,service_account,2026-05-05 20:54:16,10.17.63.150,"Singapore, SG (1.3521, 103.8198)",infra/monitoring,token,21.02,AUTH_OK|http.get|http.get|page.view|page.view,Ubuntu 24.04 (container) / fw 6.8.0 / 48:55:91:84:53:F8
evt-014345,dev-0433,edge_device,2026-05-05 21:21:17,10.11.205.155,"Hyderabad, IN (17.3850, 78.4867)",infra/k8s/staging,token,24.95,AUTH_OK|deploy.apply|node.describe|deploy.apply,FreeRTOS 10.6 / fw 10.6.1 / 04:01:D1:1F:3D:08
evt-014394,svc-0368,service_account,2026-05-05 21:43:54,10.15.83.240,"New York, US (40.7128, -74.0060)",infra/monitoring,certificate,46.35,AUTH_OK|search.query|search.query|comment.add|search.query,Alpine 3.20 (container) / fw 6.6.32 / A6:37:00:86:85:DF
evt-014441,svc-0368,service_account,2026-05-05 22:16:06,10.15.83.240,"New York, US (40.7128, -74.0060)",infra/monitoring,token,91.73,AUTH_OK|search.query|comment.add|page.view|doc.edit,Alpine 3.20 (container) / fw 6.6.32 / A6:37:00:86:85:DF
evt-014490,svc-0425,service_account,2026-05-05 22:49:32,10.13.78.153,"Berlin, DE (52.5200, 13.4050)",infra/vault/secrets,certificate,145.41,AUTH_OK|secret.list|secret.lease|secret.list,Alpine 3.20 (container) / fw 6.6.32 / 06:BD:E8:66:47:3E
evt-014538,svc-0367,service_account,2026-05-05 23:25:41,136.126.67.112,"Berlin, DE (52.5200, 13.4050)",infra/monitoring,token,65.38,AUTH_OK|http.get|http.get|http.get|doc.edit|search.query,RHEL 9 (vm) / fw 5.14.0 / 32:FB:7A:E1:40:96
evt-014585,usr-0229,user,2026-05-05 23:58:06,114.175.254.72,"Seattle, US (47.6062, -122.3321)",infra/k8s/prod,password,319.36,AUTH_OK|pod.logs|deploy.apply|pod.list|pod.logs|pod.exec|pod.list|pod.list|deploy.apply,Windows 11 23H2 / fw 10.0.22631 / 12:38:F2:2E:4D:73
evt-014632,svc-0370,service_account,2026-05-06 00:38:07,136.126.67.112,"Berlin, DE (52.5200, 13.4050)",warehouse/exports,certificate,156.84,AUTH_OK|fs.download|fs.download|fs.search|fs.stat|fs.search|fs.read|fs.stat,Ubuntu 24.04 (container) / fw 6.8.0 / 12:18:4C:E0:7D:A2
evt-014667,svc-0352,service_account,2026-05-06 01:05:41,10.13.240.20,"Berlin, DE (52.5200, 13.4050)",db/prod/customers,token,119.15,AUTH_OK|fs.download|db.select|db.select|fs.download,Debian 12 (container) / fw 6.1.0 / 6E:D1:A8:25:1E:01
evt-014681,svc-0403,service_account,2026-05-06 01:12:26,10.16.125.227,"Austin, US (30.2672, -97.7431)",admin/iam/directory,certificate,116.93,AUTH_OK|iam.list_roles|iam.list_roles|iam.list_roles|iam.list_roles,Alpine 3.20 (container) / fw 6.6.32 / BA:33:F3:4F:14:33
evt-014730,svc-0381,service_account,2026-05-06 01:52:04,10.11.183.217,"Hyderabad, IN (17.3850, 78.4867)",eng/ci/build-runner,token,84.68,AUTH_OK|node.describe|job.run|deploy.apply|pod.exec|pod.logs,RHEL 9 (vm) / fw 5.14.0 / 36:54:3E:B6:8C:A6
evt-014780,usr-0119,user,2026-05-06 02:31:59,117.200.23.112,"Bengaluru, IN (12.9716, 77.5946)",db/prod/customers,password,351.58,AUTH_OK|db.export|db.export|db.describe|db.explain|db.count|db.describe|db.describe|db.connect|db.select,Windows 10 22H2 / fw 10.0.19045 / E2:F6:F1:A0:B3:1C
evt-014828,svc-0395,service_account,2026-05-06 03:08:34,10.12.140.61,"London, GB (51.5074, -0.1278)",infra/k8s/prod,token,76.86,AUTH_FAIL|AUTH_FAIL|AUTH_OK|node.describe|job.run|pod.exec|pod.logs|job.run|pod.logs,Alpine 3.20 (container) / fw 6.6.32 / AA:A9:79:AA:90:9B
evt-014876,dev-0450,edge_device,2026-05-06 03:36:48,10.10.53.158,"Bengaluru, IN (12.9716, 77.5946)",db/analytics/events,certificate,49.29,AUTH_OK|db.explain|db.connect|db.select,FreeRTOS 10.6 / fw 10.6.1 / 32:E1:80:90:60:AE
evt-014923,usr-0019,user,2026-05-06 04:00:07,207.10.171.155,"Paris, FR (48.8566, 2.3522)",db/prod/customers,password,161.44,AUTH_OK|db.explain|db.describe|db.describe|db.count|db.count,macOS 14 Sonoma / fw 23.5.0 / B4:80:BE:2C:6F:9A
evt-014971,dev-0486,edge_device,2026-05-06 04:26:38,10.10.12.92,"Bengaluru, IN (12.9716, 77.5946)",iot/fleet/registry,certificate,33.94,AUTH_OK|cfg.pull|tel.heartbeat|fw.version|fw.version,Yocto Kirkstone / fw 4.1.12-rt / D6:52:04:8B:7E:8C
evt-015018,dev-0469,edge_device,2026-05-06 04:59:59,10.16.218.123,"Austin, US (30.2672, -97.7431)",infra/vault/secrets,password,23.9,AUTH_OK|secret.lease|policy.read|secret.read,Zephyr RTOS 3.6 / fw 3.6.0 / FC:4D:DE:59:0F:FB
evt-015067,svc-0345,service_account,2026-05-06 05:27:59,10.14.210.64,"Amsterdam, NL (52.3676, 4.9041)",eng/repo/platform-core,certificate,59.61,AUTH_FAIL|AUTH_OK|git.log|pr.review|git.push|code.search|code.search|git.fetch|git.clone,RHEL 9 (vm) / fw 5.14.0 / 34:C0:44:49:9C:A3
evt-015114,svc-0368,service_account,2026-05-06 05:56:25,10.15.83.240,"New York, US (40.7128, -74.0060)",infra/k8s/prod,token,36.07,AUTH_OK|job.run|pod.list,Alpine 3.20 (container) / fw 6.6.32 / A6:37:00:86:85:DF
evt-015164,usr-0263,user,2026-05-06 06:18:21,180.236.125.246,"Sydney, AU (-33.8688, 151.2093)",infra/monitoring,password,917.16,AUTH_OK|doc.edit|search.query|http.get|doc.edit|doc.edit|comment.add|http.get|http.get,macOS 14 Sonoma / fw 23.5.0 / E4:B5:1C:48:88:07
evt-015212,usr-0012,user,2026-05-06 06:37:06,159.67.215.4,"Toronto, CA (43.6532, -79.3832)",infra/vault/secrets,password,2083.67,AUTH_OK|secret.read|secret.read|secret.read|policy.read|secret.lease|secret.read|secret.list,Fedora 40 / fw 6.8.9 / CC:4C:38:94:F7:8F
evt-015259,svc-0350,service_account,2026-05-06 06:57:04,10.13.41.156,"Berlin, DE (52.5200, 13.4050)",db/analytics/events,token,62.72,AUTH_OK|db.select|db.select|db.describe|db.export|db.connect|db.explain,Alpine 3.20 (container) / fw 6.6.32 / 54:84:4A:44:73:7C
evt-015270,svc-0352,service_account,2026-05-06 07:00:10,10.13.240.20,"Berlin, DE (52.5200, 13.4050)",db/prod/transactions,token,175.5,AUTH_OK|fs.download|fs.read|fs.download|fs.download|fs.read,Debian 12 (container) / fw 6.1.0 / 6E:D1:A8:25:1E:01
evt-015307,svc-0392,service_account,2026-05-06 07:12:57,213.210.191.146,"Hyderabad, IN (17.3850, 78.4867)",infra/k8s/prod,certificate,102.79,AUTH_OK|pod.list|pod.logs|job.run|job.run|node.describe|deploy.apply,Ubuntu 24.04 (container) / fw 6.8.0 / 46:F4:0C:73:A1:CA
evt-015354,usr-0007,user,2026-05-06 07:31:44,200.39.157.45,"Seoul, KR (37.5665, 126.9780)",admin/iam/directory,password,311.1,AUTH_OK|iam.whoami|iam.list_roles|iam.list_users|iam.whoami,Windows 10 22H2 / fw 10.0.19045 / BA:E8:77:CC:30:3E
evt-015401,usr-0030,user,2026-05-06 07:52:39,130.128.252.29,"Seoul, KR (37.5665, 126.9780)",finance/ledger,password,2018.72,AUTH_OK|fs.search|fs.download|fs.read|fs.stat|fs.search|fs.download|fs.search|fs.stat|fs.search|fs.download,Windows 11 23H2 / fw 10.0.22631 / A6:8B:9C:4D:93:DB
evt-015449,usr-0036,user,2026-05-06 08:04:06,10.14.247.243,"Amsterdam, NL (52.3676, 4.9041)",hr/payroll,biometric,457.7,AUTH_OK|fs.read|fs.stat|fs.stat|fs.list,Windows 11 23H2 / fw 10.0.22631 / 10:66:AF:27:D7:44
evt-015496,usr-0242,user,2026-05-06 08:20:47,101.150.237.173,"Mexico City, MX (19.4326, -99.1332)",vpn/gateway,password,4089.38,AUTH_OK|vpn.connect|route.show|vpn.status|vpn.status|route.show|vpn.status|vpn.disconnect|vpn.connect|vpn.disconnect|route.show|vpn.status,Windows 10 22H2 / fw 10.0.19045 / 26:E5:D7:90:65:0B
evt-015543,usr-0231,user,2026-05-06 08:38:17,10.17.5.202,"Singapore, SG (1.3521, 103.8198)",hr/records,password,482.72,AUTH_OK|fs.stat|fs.read|fs.upload|fs.search|fs.stat|fs.search|fs.upload,Ubuntu 22.04 LTS / fw 5.15.0 / 6C:3D:A1:4A:A3:4E
evt-015590,svc-0363,service_account,2026-05-06 08:52:13,10.17.182.68,"Singapore, SG (1.3521, 103.8198)",vpn/gateway,certificate,233.02,AUTH_OK|vpn.connect|vpn.disconnect|vpn.connect|route.show,RHEL 9 (vm) / fw 5.14.0 / 7A:A3:FF:50:D5:28
evt-015637,svc-0378,service_account,2026-05-06 09:05:26,10.10.238.27,"Bengaluru, IN (12.9716, 77.5946)",infra/monitoring,token,124.34,AUTH_OK|search.query|page.view|search.query|page.view,RHEL 9 (vm) / fw 5.14.0 / 5A:E6:CD:14:C0:40
evt-015684,dev-0492,edge_device,2026-05-06 09:17:15,10.14.241.194,"Amsterdam, NL (52.3676, 4.9041)",iot/firmware/ota,certificate,24.63,AUTH_OK|cfg.pull|tel.heartbeat|fw.version|tel.publish|fw.version,Yocto Kirkstone / fw 4.1.12-rt / 3E:EF:DE:64:07:7B
evt-015731,usr-0119,user,2026-05-06 09:27:57,117.200.23.112,"Bengaluru, IN (12.9716, 77.5946)",db/analytics/sessions,password,631.74,AUTH_OK|db.select|db.connect|db.export|db.select|db.count|db.describe,Windows 10 22H2 / fw 10.0.19045 / E2:F6:F1:A0:B3:1C
evt-015780,usr-0256,user,2026-05-06 09:40:22,10.14.102.49,"Amsterdam, NL (52.3676, 4.9041)",infra/monitoring,password,257.61,AUTH_OK|comment.add|search.query|search.query|page.view|page.view|comment.add,macOS 14 Sonoma / fw 23.5.0 / 9E:B8:9B:31:43:76
evt-015827,usr-0213,user,2026-05-06 09:52:45,131.191.181.32,"Bogota, CO (4.7110, -74.0721)",legal/contracts,token,433.56,AUTH_OK|fs.download|fs.list|fs.search|fs.read|fs.stat|fs.search|fs.list|fs.upload|fs.search|fs.list|fs.read|fs.download|fs.stat,Windows 10 22H2 / fw 10.0.19045 / B6:6D:8F:0E:44:46
evt-015874,usr-0314,user,2026-05-06 10:02:09,215.14.219.115,"Dubai, AE (25.2048, 55.2708)",infra/k8s/staging,password,184.04,AUTH_OK|pod.list|node.describe|pod.list|node.describe|job.run|node.describe|pod.exec|pod.exec|pod.logs|pod.list,macOS 14 Sonoma / fw 23.5.0 / 94:25:11:67:D5:D5
evt-015921,svc-0349,service_account,2026-05-06 10:15:22,10.16.53.190,"Austin, US (30.2672, -97.7431)",db/analytics/events,token,111.77,AUTH_OK|db.explain|db.export|db.count|db.count|db.explain,Alpine 3.20 (container) / fw 6.6.32 / 6C:94:DD:BC:BE:87
evt-015969,usr-0239,user,2026-05-06 10:27:57,177.199.119.134,"Dublin, IE (53.3498, -6.2603)",db/prod/telemetry,password,780.42,AUTH_OK|db.explain|db.explain,macOS 15 Sequoia / fw 24.1.0 / CE:41:6D:5D:C1:18
evt-016016,usr-0162,user,2026-05-06 10:38:06,223.4.59.125,"Mexico City, MX (19.4326, -99.1332)",vpn/gateway,password,809.66,AUTH_OK|route.show|vpn.connect|route.show|vpn.connect|vpn.disconnect|vpn.status|vpn.connect,Windows 10 22H2 / fw 10.0.19045 / 8C:AA:7F:18:59:95
evt-016063,svc-0335,service_account,2026-05-06 10:49:04,10.12.64.87,"London, GB (51.5074, -0.1278)",db/analytics/sessions,certificate,98.57,AUTH_OK|db.connect|db.count|db.describe|db.count|db.describe|db.describe,Ubuntu 24.04 (container) / fw 6.8.0 / 82:C7:EE:96:95:B2
evt-016110,usr-0251,user,2026-05-06 11:01:52,220.255.100.91,"Toronto, CA (43.6532, -79.3832)",corp/mail,biometric,1038.16,AUTH_OK|comment.add|http.get|search.query|comment.add|comment.add|search.query,macOS 15 Sequoia / fw 24.1.0 / 70:A0:2B:CF:62:FB
evt-016157,usr-0205,user,2026-05-06 11:12:38,216.33.101.54,"Seoul, KR (37.5665, 126.9780)",eng/artifacts/releases,password,334.04,AUTH_OK|fs.stat|fs.stat|fs.stat|fs.download|fs.read|fs.stat|fs.read|fs.download,Windows 11 23H2 / fw 10.0.22631 / E2:AD:88:62:10:45
evt-016205,usr-0278,user,2026-05-06 11:24:27,221.146.112.82,"Dubai, AE (25.2048, 55.2708)",infra/k8s/prod,password,858.27,AUTH_OK|pod.logs|pod.list|node.describe,macOS 14 Sonoma / fw 23.5.0 / C0:FD:32:11:EA:2D
evt-016252,usr-0062,user,2026-05-06 11:33:50,113.56.157.200,"San Jose, US (37.3382, -121.8863)",infra/vault/secrets,password,680.22,AUTH_OK|policy.read|secret.list|secret.list|policy.read|secret.lease|secret.list|secret.read|policy.read,macOS 14 Sonoma / fw 23.5.0 / F4:16:DB:CE:AC:C3
evt-016303,svc-0408,service_account,2026-05-06 11:44:29,10.14.151.122,"Amsterdam, NL (52.3676, 4.9041)",infra/k8s/staging,certificate,108.29,AUTH_OK|node.describe|pod.exec|deploy.apply|pod.list|deploy.apply|job.run,Alpine 3.20 (container) / fw 6.6.32 / 5C:66:06:5F:01:3D
evt-016352,svc-0387,service_account,2026-05-06 11:53:54,10.11.46.163,"Hyderabad, IN (17.3850, 78.4867)",db/prod/telemetry,token,119.94,AUTH_OK|db.explain|db.select,Ubuntu 24.04 (container) / fw 6.8.0 / 8E:5E:D8:6C:C1:AB
evt-016401,usr-0121,user,2026-05-06 12:09:25,10.16.3.247,"Austin, US (30.2672, -97.7431)",infra/k8s/prod,password,330.01,AUTH_OK|pod.list|deploy.apply|pod.exec|pod.exec|deploy.apply|node.describe|pod.list|job.run,Windows 10 22H2 / fw 10.0.19045 / 22:5C:F8:7D:77:FF
evt-016449,svc-0404,service_account,2026-05-06 12:24:42,10.15.113.176,"New York, US (40.7128, -74.0060)",db/prod/transactions,token,56.77,AUTH_OK|db.connect|db.connect|db.export|db.connect|db.explain|db.explain|db.export,Ubuntu 24.04 (container) / fw 6.8.0 / B2:22:EC:BE:16:09
evt-016498,svc-0376,service_account,2026-05-06 12:35:46,10.13.101.175,"Berlin, DE (52.5200, 13.4050)",eng/repo/platform-core,token,128.3,AUTH_OK|pr.review|git.log|git.log|git.fetch,RHEL 9 (vm) / fw 5.14.0 / 2C:DE:B4:CE:AB:B8
evt-016535,svc-0352,service_account,2026-05-06 12:44:50,10.13.240.20,"Berlin, DE (52.5200, 13.4050)",db/prod/telemetry,token,144.91,AUTH_OK|fs.read,Debian 12 (container) / fw 6.1.0 / 6E:D1:A8:25:1E:01
evt-016546,usr-0070,user,2026-05-06 12:47:15,47.198.218.127,"Mexico City, MX (19.4326, -99.1332)",warehouse/exports,password,628.36,AUTH_OK|fs.stat|fs.upload|fs.list|fs.stat|fs.stat|fs.read|fs.search,macOS 14 Sonoma / fw 23.5.0 / 58:C0:73:1D:D8:BC
evt-016594,dev-0440,edge_device,2026-05-06 13:02:32,10.14.254.90,"Amsterdam, NL (52.3676, 4.9041)",iot/fleet/registry,certificate,36.63,AUTH_OK|fw.version|tel.heartbeat|tel.batch|fw.version,FreeRTOS 10.6 / fw 10.6.1 / D8:DB:BE:0C:00:88
evt-016641,svc-0372,service_account,2026-05-06 13:13:51,10.16.137.45,"Austin, US (30.2672, -97.7431)",db/analytics/events,certificate,70.09,AUTH_OK|db.count|db.describe|db.explain|db.connect|host.discover,Debian 12 (container) / fw 6.1.0 / 20:78:73:B4:6E:82
evt-016691,usr-0229,user,2026-05-06 13:29:03,114.175.254.72,"Seattle, US (47.6062, -122.3321)",infra/k8s/prod,password,1189.18,AUTH_OK|pod.exec|pod.exec|pod.exec|job.run|node.describe|deploy.apply|pod.list,Windows 11 23H2 / fw 10.0.22631 / 12:38:F2:2E:4D:73
evt-016739,usr-0278,user,2026-05-06 13:41:26,221.146.112.82,"Dubai, AE (25.2048, 55.2708)",admin/iam/directory,password,138.95,AUTH_OK|iam.whoami|iam.list_roles|iam.list_users|iam.list_roles|iam.describe,macOS 14 Sonoma / fw 23.5.0 / C0:FD:32:11:EA:2D
evt-016786,usr-0047,user,2026-05-06 13:53:17,10.16.115.176,"Austin, US (30.2672, -97.7431)",infra/vault/secrets,token,2457.59,AUTH_OK|secret.read|policy.read|secret.lease|secret.list|secret.lease|policy.read|secret.list|secret.read|secret.lease,macOS 14 Sonoma / fw 23.5.0 / C4:4E:F2:DD:65:44
evt-016834,usr-0278,user,2026-05-06 14:06:39,221.146.112.82,"Dubai, AE (25.2048, 55.2708)",infra/monitoring,password,475.48,AUTH_OK|search.query|comment.add|search.query|page.view,macOS 14 Sonoma / fw 23.5.0 / C0:FD:32:11:EA:2D
evt-016882,usr-0305,user,2026-05-06 14:28:23,10.13.245.178,"Berlin, DE (52.5200, 13.4050)",hr/payroll,password,1445.52,AUTH_OK|fs.read|fs.search|fs.search|fs.download|fs.search|fs.read,Windows 10 22H2 / fw 10.0.19045 / 1E:48:E6:7B:12:90
evt-016929,svc-0359,service_account,2026-05-06 14:41:10,10.13.29.196,"Berlin, DE (52.5200, 13.4050)",admin/iam/directory,token,58.5,AUTH_FAIL|AUTH_OK|iam.describe|iam.list_users|iam.whoami|iam.list_users|iam.whoami|iam.describe|iam.list_roles|iam.whoami|iam.describe|iam.list_users,RHEL 9 (vm) / fw 5.14.0 / 62:4D:E4:0B:35:8A
evt-016976,dev-0454,edge_device,2026-05-06 14:58:08,10.16.149.250,"Austin, US (30.2672, -97.7431)",ot/scada/hmi,certificate,27.97,AUTH_OK|tel.batch|tel.publish,FreeRTOS 10.6 / fw 10.6.1 / 3A:0A:30:2F:84:A2
evt-017024,svc-0411,service_account,2026-05-06 15:12:10,10.11.253.197,"Hyderabad, IN (17.3850, 78.4867)",db/analytics/sessions,token,75.71,AUTH_OK|db.select|db.count|db.export|db.count|db.connect|db.describe,RHEL 9 (vm) / fw 5.14.0 / E2:FE:75:09:9A:AA
evt-017071,dev-0432,edge_device,2026-05-06 15:29:13,10.17.161.60,"Singapore, SG (1.3521, 103.8198)",infra/k8s/prod,certificate,59.3,AUTH_OK|node.describe|pod.exec|job.run|node.describe|pod.logs,Yocto Kirkstone / fw 4.1.12-rt / D6:02:E4:59:82:F6
evt-017118,svc-0333,service_account,2026-05-06 15:49:42,10.11.83.70,"Hyderabad, IN (17.3850, 78.4867)",db/prod/telemetry,token,146.56,AUTH_OK|db.count|db.select|db.count|db.export|db.count|db.select|db.count|db.export|db.explain|db.export|db.select|db.select,RHEL 9 (vm) / fw 5.14.0 / 08:72:E5:35:46:24
evt-017165,dev-0495,edge_device,2026-05-06 16:08:56,10.15.98.128,"New York, US (40.7128, -74.0060)",infra/k8s/staging,certificate,18.02,AUTH_OK|pod.list|job.run|node.describe|pod.list|job.run,BuildRoot 2024.02 / fw 5.10.198 / EE:88:68:CF:C3:62
evt-017212,usr-0309,user,2026-05-06 16:38:43,208.152.5.226,"Chicago, US (41.8781, -87.6298)",eng/repo/platform-core,password,1416.0,AUTH_OK|git.clone|code.search|pr.review|git.clone|git.fetch|git.log,macOS 15 Sequoia / fw 24.1.0 / E6:97:8D:36:B7:0F
evt-017259,dev-0499,edge_device,2026-05-06 17:00:50,10.14.52.86,"Amsterdam, NL (52.3676, 4.9041)",vpn/gateway,certificate,24.53,AUTH_OK|route.show|vpn.status|vpn.status|vpn.connect|vpn.disconnect|vpn.disconnect,Zephyr RTOS 3.6 / fw 3.6.0 / 3A:BF:22:0B:6F:65
evt-017306,usr-0204,user,2026-05-06 17:22:47,31.73.67.21,"Mumbai, IN (19.0760, 72.8777)",db/prod/telemetry,biometric,671.97,AUTH_OK|db.count|db.count|db.select|db.describe|db.select|db.connect|db.export|db.select,Windows 10 22H2 / fw 10.0.19045 / 22:8B:78:C5:82:CE
evt-017354,svc-0400,service_account,2026-05-06 17:49:15,10.17.243.42,"Singapore, SG (1.3521, 103.8198)",db/prod/customers,token,12.76,AUTH_OK|db.describe|db.export,Alpine 3.20 (container) / fw 6.6.32 / 9A:C2:B2:D5:F7:BE
evt-017401,usr-0312,user,2026-05-06 18:19:26,213.22.228.29,"Mumbai, IN (19.0760, 72.8777)",eng/artifacts/releases,password,673.71,AUTH_OK|fs.list|fs.stat,macOS 15 Sequoia / fw 24.1.0 / A0:18:EC:45:D8:0D
evt-017448,usr-0274,user,2026-05-06 18:37:07,10.13.252.144,"Berlin, DE (52.5200, 13.4050)",eng/repo/edge-firmware,password,404.89,AUTH_OK|pr.review|git.log|git.push|git.push|git.clone,Fedora 40 / fw 6.8.9 / 1A:13:DF:C7:45:AE
evt-017495,svc-0395,service_account,2026-05-06 18:58:04,10.12.140.61,"London, GB (51.5074, -0.1278)",admin/iam/directory,certificate,28.04,AUTH_OK|iam.describe|iam.list_roles|iam.describe|iam.describe|iam.list_users|iam.whoami|iam.list_users|iam.list_users|iam.list_roles,Alpine 3.20 (container) / fw 6.6.32 / AA:A9:79:AA:90:9B
evt-017542,svc-0397,service_account,2026-05-06 19:21:58,10.17.139.216,"Singapore, SG (1.3521, 103.8198)",infra/k8s/staging,token,103.37,AUTH_OK|deploy.apply|pod.logs|pod.list|deploy.apply,RHEL 9 (vm) / fw 5.14.0 / C8:17:91:A0:B4:64
evt-017589,svc-0350,service_account,2026-05-06 19:49:17,10.13.41.156,"Berlin, DE (52.5200, 13.4050)",db/prod/transactions,certificate,56.97,AUTH_OK|db.explain|db.export,Alpine 3.20 (container) / fw 6.6.32 / 54:84:4A:44:73:7C
evt-017636,svc-0326,service_account,2026-05-06 20:18:21,10.14.224.131,"Amsterdam, NL (52.3676, 4.9041)",warehouse/exports,token,244.55,AUTH_OK|fs.list|fs.stat|fs.list|fs.read,Debian 12 (container) / fw 6.1.0 / AC:33:87:37:66:60
evt-017683,svc-0367,service_account,2026-05-06 20:41:11,136.126.67.112,"Berlin, DE (52.5200, 13.4050)",infra/k8s/staging,password,87.45,AUTH_OK|pod.logs|deploy.apply|pod.list|job.run|deploy.apply,RHEL 9 (vm) / fw 5.14.0 / 32:FB:7A:E1:40:96
evt-017731,svc-0361,service_account,2026-05-06 21:08:30,10.15.88.196,"New York, US (40.7128, -74.0060)",eng/repo/watchtower,certificate,72.64,AUTH_OK|pr.review|git.log|git.log|git.push|git.log|git.clone,RHEL 9 (vm) / fw 5.14.0 / A4:CB:40:B6:76:D2
evt-017778,usr-0072,user,2026-05-06 21:41:01,160.7.45.237,"San Jose, US (37.3382, -121.8863)",corp/ticketing,password,2614.28,AUTH_OK|page.view|http.get|http.get|doc.edit,Windows 11 23H2 / fw 10.0.22631 / 22:6F:59:C1:B5:53
evt-017826,usr-0091,user,2026-05-06 22:06:04,191.198.151.194,"Dubai, AE (25.2048, 55.2708)",corp/ticketing,password,630.97,AUTH_OK|page.view|search.query|doc.edit|doc.edit|http.get|doc.edit|page.view,Windows 10 22H2 / fw 10.0.19045 / 0C:00:D5:77:04:F8
evt-017873,dev-0453,edge_device,2026-05-06 22:33:30,10.12.96.169,"London, GB (51.5074, -0.1278)",infra/monitoring,password,15.32,AUTH_OK|doc.edit|doc.edit|http.get,Yocto Kirkstone / fw 4.1.12-rt / 4C:D5:48:6D:00:3F
evt-017920,usr-0228,user,2026-05-06 23:01:09,195.172.18.130,"Dubai, AE (25.2048, 55.2708)",eng/repo/platform-core,password,184.86,AUTH_OK|git.clone|git.fetch|git.log|git.log|pr.review|code.search|git.fetch,Ubuntu 22.04 LTS / fw 5.15.0 / 5A:14:DE:D5:AD:91
evt-017967,usr-0151,user,2026-05-06 23:27:11,10.12.146.70,"London, GB (51.5074, -0.1278)",db/analytics/sessions,biometric,806.17,AUTH_OK|db.explain|db.select|db.select|db.count|db.connect|db.explain|db.connect|db.describe|db.select,Windows 11 23H2 / fw 10.0.22631 / D4:2F:38:23:E3:62
evt-018014,svc-0327,service_account,2026-05-06 23:59:37,10.16.26.27,"Austin, US (30.2672, -97.7431)",db/prod/telemetry,token,40.73,AUTH_OK|db.export|db.describe|db.export|db.count|db.count,Alpine 3.20 (container) / fw 6.6.32 / B2:45:41:5B:CB:AC
evt-018061,svc-0369,service_account,2026-05-07 00:31:01,10.16.168.148,"Austin, US (30.2672, -97.7431)",warehouse/exports,certificate,80.72,AUTH_OK|fs.search|fs.search|fs.upload|fs.read,RHEL 9 (vm) / fw 5.14.0 / 0C:84:8E:2F:61:B7
evt-018091,svc-0352,service_account,2026-05-07 00:53:06,10.13.240.20,"Berlin, DE (52.5200, 13.4050)",db/prod/customers,token,159.19,AUTH_OK|fs.read,Debian 12 (container) / fw 6.1.0 / 6E:D1:A8:25:1E:01
evt-018109,dev-0445,edge_device,2026-05-07 01:08:12,10.13.61.136,"Berlin, DE (52.5200, 13.4050)",iot/fleet/registry,certificate,42.32,AUTH_OK|fw.version|tel.publish|cfg.pull|tel.heartbeat,FreeRTOS 10.6 / fw 10.6.1 / CE:C5:66:13:D6:6E
evt-018156,svc-0387,service_account,2026-05-07 01:45:20,10.11.46.163,"Hyderabad, IN (17.3850, 78.4867)",db/prod/telemetry,certificate,63.31,AUTH_OK|db.describe|db.export|db.count|db.export|db.explain,Ubuntu 24.04 (container) / fw 6.8.0 / 8E:5E:D8:6C:C1:AB
evt-018240,dev-0480,edge_device,2026-05-07 02:18:06,10.10.246.139,"Bengaluru, IN (12.9716, 77.5946)",iot/telemetry/ingest,token,31.54,AUTH_OK|fw.version|tel.publish,Yocto Kirkstone / fw 4.1.12-rt / AC:10:ED:2E:DC:14
